1970s#n	senseval2.d001.s037.t003	1970s%1:28:00::
start#v	senseval3.d002.s015.t003	start%2:30:00::
start#v	senseval3.d002.s018.t003	start%2:30:00::
start#v	senseval3.d002.s109.t007	start%2:30:00::
start#v	senseval3.d002.s119.t002	start%2:30:00::
start#v	semeval2007.d001.s006.t000	start%2:36:00::
start#v	semeval2007.d001.s013.t000	start%2:30:00::
start#v	semeval2015.d003.s017.t003	start%2:41:04::
startle#v	senseval3.d000.s076.t003	startle%2:38:00::
startling#a	senseval2.d001.s001.t008	startling%5:00:00:surprising:00
state#n	senseval2.d001.s007.t010	state%1:03:00::
state#n	senseval3.d000.s133.t001	state%1:15:01::
state#n	senseval3.d001.s009.t010	state%1:14:01::
state#n	senseval3.d001.s011.t005	state%1:14:01::
state#n	senseval3.d001.s041.t018	state%1:15:01::
state#n	senseval3.d001.s041.t028	state%1:15:01::
state#n	senseval3.d001.s041.t034	state%1:15:01::
state#n	senseval3.d001.s043.t005	state%1:15:01::
state#n	senseval3.d001.s044.t000	state%1:15:01::
state#n	senseval3.d001.s045.t008	state%1:15:01::
state#n	senseval3.d001.s045.t018	state%1:15:01::
state#n	senseval3.d001.s045.t022	state%1:15:01::
state#n	senseval3.d001.s046.t002	state%1:15:01::
state#n	semeval2007.d002.s003.t001	state%1:03:00::
state#n	semeval2013.d004.s000.t001	state%1:14:01::
state#n	semeval2013.d004.s001.t002	state%1:14:01::
state#n	semeval2013.d004.s003.t003	state%1:14:00::
state#n	semeval2013.d004.s009.t002	state%1:14:01::
state#n	semeval2013.d005.s009.t001	state%1:15:01::
state#n	semeval2013.d009.s003.t003	state%1:15:01::
state#n	semeval2015.d002.s021.t001	state%1:14:00::
state#v	senseval2.d000.s021.t006	state%2:32:00::
statement#n	semeval2007.d000.s002.t001	statement%1:10:06::
status#n	senseval3.d001.s040.t019	status%1:26:00::
status#n	semeval2007.d002.s011.t002	status%1:26:00::
status#n	semeval2013.d011.s001.t010	status%1:26:01::
stay#v	senseval2.d000.s033.t002	stay%2:42:04::
stay#v	senseval3.d000.s067.t001	stay%2:38:00::
steadily#r	senseval2.d000.s037.t002	steadily%4:02:01::
steady#a	senseval2.d000.s020.t009	steady%3:00:00::
steady#a	senseval3.d000.s011.t002	steady%3:00:00::
steer#v	semeval2007.d002.s034.t001	steer%2:38:00::
stem#v	senseval2.d001.s037.t008	stem%2:42:00::
stem#v	senseval2.d001.s073.t001	stem%2:42:00::
step#n	senseval2.d001.s094.t006	step%1:04:02::
stick_on#v	senseval2.d000.s034.t005	stick_on%2:35:00::
still#r	senseval2.d000.s041.t000	still%4:02:01::
still#r	senseval2.d000.s053.t007	still%4:02:01::
stilt#n	senseval3.d002.s053.t004	stilt%1:06:01::
stone#n	senseval2.d000.s003.t006	stone%1:06:00::
stop#n	senseval3.d000.s016.t005	stop%1:11:00::
stop#v	senseval2.d000.s004.t001	stop%2:38:00::
stop#v	senseval3.d000.s020.t001	stop%2:42:00::
stop#v	senseval3.d002.s040.t002	stop%2:38:00::
stop#v	senseval3.d002.s111.t000	stop%2:38:01::
stop#v	semeval2007.d000.s026.t001	stop%2:42:13::
stop#v	semeval2015.d003.s007.t002	stop%2:38:01::
storm#n	senseval3.d002.s054.t002	storm%1:26:00::
story#n	senseval2.d001.s037.t000	story%1:10:04::
straight#r	senseval2.d000.s027.t004	straight%4:02:05::
strange#a	senseval3.d000.s006.t003	strange%3:00:00::
strange#a	senseval3.d000.s067.t005	strange%3:00:00::
strange#a	senseval3.d002.s072.t003	strange%3:00:00::
stranger#n	senseval3.d000.s009.t003	stranger%1:18:00::
stranger#n	senseval3.d000.s012.t000	stranger%1:18:00::
stranger#n	senseval3.d000.s017.t000	stranger%1:18:00::
stranger#n	senseval3.d000.s025.t000	stranger%1:18:00::
stranger#n	senseval3.d000.s065.t003	stranger%1:18:00::
stranger#n	senseval3.d000.s075.t008	stranger%1:18:00::
stranger#n	senseval3.d000.s089.t000	stranger%1:18:00::
stranger#n	senseval3.d000.s094.t000	stranger%1:18:00::
stranger#n	senseval3.d000.s106.t004	stranger%1:18:00::
stranger#n	senseval3.d000.s121.t003	stranger%1:18:00::
stranger#n	senseval3.d000.s151.t000	stranger%1:18:00::
strategy#n	senseval2.d001.s002.t007	strategy%1:09:00::
strategy#n	semeval2013.d006.s017.t000	strategy%1:09:00::
streak#v	semeval2007.d002.s057.t000	streak%2:38:00::
street#n	senseval3.d000.s012.t006	street%1:06:01::
street#n	senseval3.d000.s024.t004	street%1:06:01::
street#n	senseval3.d002.s036.t008	street%1:06:00::
strike#v	senseval2.d001.s080.t005	strike%2:35:02::
strike#v	senseval2.d002.s036.t007	strike%2:38:08::
striker#n	semeval2013.d010.s012.t004	striker%1:18:02::
striker#n	semeval2013.d010.s015.t002	striker%1:18:02::
striking#n	senseval2.d000.s020.t011	striking%1:04:00::
string#n	semeval2013.d012.s004.t001	string%1:14:00::
strong#a	senseval3.d001.s029.t016	strong%3:00:00::
strong-willed#a	senseval2.d000.s037.t004	strong-willed%5:00:00:stubborn:00
strong-willed#a	senseval2.d000.s037.t008	strong-willed%5:00:00:stubborn:00
structure#n	senseval2.d002.s062.t006	structure%1:06:00::
structure#n	senseval3.d002.s110.t001	structure%1:06:00::
structure#n	senseval3.d002.s124.t002	structure%1:06:00::
structure#n	semeval2013.d007.s015.t004	structure%1:07:00::
structured#a	senseval2.d002.s079.t001	structured%3:00:00::
student#n	senseval2.d000.s050.t002	student%1:18:00::
student#n	senseval2.d001.s060.t001	student%1:18:00::
student#n	senseval2.d002.s065.t000	student%1:18:00::
student#n	senseval2.d002.s066.t000	student%1:18:00::
student#n	senseval2.d002.s074.t002	student%1:18:00::
student#n	senseval2.d002.s074.t011	student%1:18:00::
student#n	senseval2.d002.s075.t005	student%1:18:00::
student#n	senseval2.d002.s076.t010	student%1:18:00::
student#n	senseval2.d002.s079.t004	student%1:18:00::
student#n	semeval2013.d011.s002.t001	student%1:18:00::
study#n	senseval2.d001.s025.t015	study%1:09:02::
study#n	senseval2.d001.s076.t012	study%1:04:00::
study#n	senseval2.d002.s067.t014	study%1:09:03::
study#n	senseval2.d002.s077.t000	study%1:04:00::
study#n	senseval2.d002.s077.t001	study%1:04:00::
study#n	semeval2007.d000.s014.t000	study%1:10:00::
study#n	semeval2007.d000.s015.t000	study%1:10:00::
study#n	semeval2013.d007.s010.t000	study%1:09:02::
study#n	semeval2013.d007.s017.t003	study%1:04:00::
study#n	semeval2015.d000.s001.t007	study%1:04:00::
study#n	semeval2015.d000.s025.t006	study%1:04:00::
study#n	semeval2015.d000.s027.t007	study%1:04:00::
study#n	semeval2015.d000.s028.t005	study%1:04:00::
study#n	semeval2015.d000.s029.t000	study%1:04:00::
study#n	semeval2015.d000.s030.t002	study%1:04:00::
study#n	semeval2015.d000.s036.t001	study%1:04:00::
study#n	semeval2015.d002.s005.t004	study%1:10:00::
study#n	semeval2015.d002.s006.t000	study%1:04:00::
study#n	semeval2015.d002.s013.t001	study%1:04:00::
study#n	semeval2015.d003.s001.t007	study%1:04:00::
study#n	semeval2015.d003.s014.t001	study%1:04:00::
study#n	semeval2015.d003.s015.t002	study%1:04:00::
study#n	semeval2015.d003.s016.t001	study%1:04:00::
study#v	senseval2.d001.s026.t001	study%2:31:02::
study#v	senseval3.d000.s057.t001	study%2:31:02::
study#v	semeval2015.d000.s024.t000	study%2:31:02::
study#v	semeval2015.d000.s025.t004	study%2:31:02::
study#v	semeval2015.d003.s013.t000	study%2:31:02::
subject#n	senseval3.d000.s120.t003	subject%1:10:00::
subject#n	semeval2013.d011.s004.t004	subject%1:10:00::
subscribe#v	semeval2007.d000.s029.t001	subscribe%2:40:00::
subscriber#n	senseval3.d002.s004.t001	subscriber%1:18:01::
subscriber#n	senseval3.d002.s007.t004	subscriber%1:18:01::
substance#n	semeval2015.d000.s006.t002	substance%1:03:01::
substance#n	semeval2015.d000.s022.t001	substance%1:03:01::
substance#n	semeval2015.d003.s003.t002	substance%1:03:00::
substitution#n	semeval2013.d007.s015.t001	substitution%1:11:00::
subtract#v	senseval2.d002.s075.t007	subtract%2:31:00::
subtraction#n	semeval2015.d001.s012.t001	subtraction%1:04:01::
success#n	semeval2013.d001.s003.t000	success%1:26:00::
successful#a	senseval2.d000.s055.t007	successful%3:00:00::
successful#a	senseval2.d002.s040.t001	successful%3:00:00::
such#a	senseval2.d001.s017.t005	such%5:00:00:much:00
such#a	senseval2.d001.s035.t008	such%5:00:00:much:00
such#a	senseval2.d002.s021.t001	such%5:00:00:much:00
such#a	senseval2.d002.s025.t005	such%5:00:00:much:00
such#a	senseval2.d002.s038.t000	such%5:00:00:much:00
such#a	senseval3.d001.s016.t007	such%5:00:00:much:00
such#a	senseval3.d001.s029.t009	such%5:00:00:much:00
such#a	senseval3.d001.s029.t019	such%5:00:00:much:00
such#a	senseval3.d001.s036.t012	such%5:00:00:much:00
such#a	senseval3.d001.s036.t019	such%5:00:00:much:00
sudden#a	senseval3.d000.s083.t003	sudden%3:00:00::
suddenly#r	senseval2.d001.s077.t001	suddenly%4:02:02::
suffer#v	senseval2.d001.s020.t010	suffer%2:39:02::
suffer#v	senseval3.d000.s091.t003	suffer%2:37:00::
suffer#v	semeval2007.d000.s007.t000	suffer%2:29:01::
suggest#v	senseval2.d000.s061.t010	suggest%2:32:00::
suggest#v	senseval2.d001.s012.t010	suggest%2:32:02::
suggest#v	senseval2.d001.s039.t001	suggest%2:32:00::
suggest#v	senseval3.d001.s021.t001	suggest%2:32:02::
suggest#v	senseval3.d001.s030.t001	suggest%2:32:02::
suggest#v	semeval2007.d000.s031.t003	suggest%2:32:00::
suicide#n	senseval3.d000.s059.t000	suicide%1:04:00::
suit#n	senseval2.d000.s060.t004	suit%1:04:00::
suit#n	semeval2013.d009.s003.t002	suit%1:04:00::
suit#n	semeval2013.d009.s004.t001	suit%1:04:00::
sulfur#n	semeval2013.d007.s006.t007	sulfur%1:27:00::
sulk#v	senseval3.d000.s118.t001	sulk%2:42:00::
sum#n	senseval3.d001.s046.t000	sum%1:09:00::
sum#n	semeval2013.d012.s023.t004	sum%1:21:00::
sum#n	semeval2015.d001.s028.t008	sum%1:09:01::
sum_up#v	senseval2.d002.s050.t000	sum_up%2:32:00::
summary#n	semeval2015.d000.s000.t001	summary%1:10:00::
summary#n	semeval2015.d000.s020.t003	summary%1:10:00::
summary#n	semeval2015.d003.s000.t001	summary%1:10:00::
summer#n	senseval2.d000.s060.t008	summer%1:28:00::
summer#n	semeval2013.d012.s013.t002	summer%1:28:00::
sunday#n	senseval2.d000.s007.t011	sunday%1:28:00::
sunday#n	senseval2.d000.s010.t008	sunday%1:28:00::
sunday#n	senseval2.d000.s015.t012	sunday%1:28:00::
superior#a	senseval2.d002.s079.t007	superior%3:00:02::
superior_court#n	semeval2013.d005.s009.t002	superior_court%1:14:00::
supervision#n	semeval2015.d000.s013.t002	supervision%1:04:00::
support#n	senseval3.d001.s032.t001	support%1:04:02::
support#n	senseval3.d002.s110.t003	support%1:06:01::
support#n	semeval2007.d000.s028.t006	support%1:21:01::
support#n	semeval2013.d004.s000.t002	support%1:21:01::
support#n	semeval2013.d004.s002.t001	support%1:21:01::
support#n	semeval2013.d004.s003.t004	support%1:21:01::
support#n	semeval2013.d004.s012.t000	support%1:21:01::
support#n	semeval2013.d008.s001.t000	support%1:04:00::
support#n	semeval2013.d008.s009.t000	support%1:04:00::
support#n	semeval2013.d008.s010.t004	support%1:04:00::
support#n	semeval2013.d008.s015.t003	support%1:04:00::
support#n	semeval2013.d008.s024.t001	support%1:04:00::
supportive#a	semeval2015.d003.s009.t001	supportive%3:00:00::
supportive#a	semeval2015.d003.s019.t006	supportive%3:00:00::
suppose#v	senseval3.d000.s139.t000	suppose%2:32:00::
suppose#v	senseval3.d000.s139.t001	suppose%2:32:00::
suppress#v	senseval2.d001.s075.t009	suppress%2:30:12::
suppressor_gene#n	senseval2.d001.s016.t004	suppressor_gene%1:08:00::
suppressor_gene#n	senseval2.d001.s022.t009	suppressor_gene%1:08:00::
suppressor_gene#n	senseval2.d001.s058.t007	suppressor_gene%1:08:00::
suppressor_gene#n	senseval2.d001.s078.t003	suppressor_gene%1:08:00::
suppressor_gene#n	senseval2.d001.s088.t003	suppressor_gene%1:08:00::
supreme_court#n	semeval2013.d005.s030.t001	supreme_court%1:14:00::
supreme_court#n	semeval2013.d009.s001.t001	supreme_court%1:14:00::
sure#a	senseval2.d002.s038.t002	sure%3:00:00::
surface#v	senseval2.d000.s060.t007	surface%2:30:00::
surface_area#n	semeval2015.d000.s014.t004	surface_area%1:07:00::
surgeon#n	semeval2013.d011.s018.t001	surgeon%1:18:00::
surgery#n	semeval2015.d000.s009.t006	surgery%1:04:01::
surly#a	senseval3.d000.s071.t004	surly%5:00:00:ill-natured:00
surprise#n	senseval3.d000.s002.t004	surprise%1:12:00::
surprise#n	semeval2007.d001.s030.t003	surprise%1:12:00::
surprising#a	senseval2.d002.s012.t000	surprising%3:00:00::
surprising#a	senseval2.d002.s080.t003	surprising%3:00:00::
surprisingly#r	senseval2.d000.s028.t014	surprisingly%4:02:00::
surreal#a	senseval3.d002.s088.t002	surreal%5:00:00:unreal:02
survey#n	senseval2.d000.s015.t001	survey%1:04:02::
survey#n	senseval2.d000.s053.t000	survey%1:04:02::
survey#n	semeval2007.d000.s031.t005	survey%1:04:02::
survival#n	semeval2015.d000.s031.t001	survival%1:26:00::
survival#n	semeval2015.d000.s034.t005	survival%1:26:00::
survival#n	semeval2015.d000.s035.t006	survival%1:26:00::
survival#n	semeval2015.d000.s036.t009	survival%1:26:00::
survival#n	semeval2015.d000.s037.t007	survival%1:26:00::
survive#v	senseval2.d002.s014.t002	survive%2:42:02::
survive#v	semeval2015.d000.s029.t006	survive%2:42:02::
survive#v	semeval2015.d000.s032.t002	survive%2:42:02::
suspect#v	senseval3.d000.s146.t001	suspect%2:32:02::
suspension#n	semeval2013.d006.s019.t013	suspension%1:04:01::
swap#v	senseval2.d000.s029.t009	swap%2:40:00::
swarm#n	senseval3.d002.s073.t001	swarm%1:14:01::
swear#v	senseval3.d000.s020.t002	swear%2:32:01::
sweat#n	senseval2.d000.s035.t003	sweat%1:08:00::
swell#v	semeval2007.d002.s009.t003	swell%2:30:02::
swing#n	senseval2.d000.s029.t006	swing%1:04:06::
swing#n	semeval2013.d009.s004.t007	swing%1:26:01::
swing#v	senseval2.d000.s028.t008	swing%2:38:03::
swish#v	senseval3.d000.s159.t000	swish%2:39:00::
switch#v	senseval2.d002.s054.t003	switch%2:30:02::
symptom#n	senseval3.d002.s137.t003	symptom%1:26:00::
synthesise#v	semeval2015.d002.s013.t006	synthesise%2:31:00::
system#n	senseval2.d002.s047.t004	system%1:14:00::
system#n	senseval2.d002.s058.t002	system%1:14:00::
system#n	semeval2007.d001.s018.t002	system%1:09:00::
system#n	semeval2013.d008.s025.t001	system%1:09:00::
table#n	senseval3.d000.s067.t010	table%1:06:01::
table#n	senseval3.d000.s099.t004	table%1:06:01::
table#n	senseval3.d000.s106.t006	table%1:06:01::
table#n	senseval3.d001.s039.t001	table%1:14:00::
table#n	senseval3.d001.s040.t012	table%1:14:00::
table#n	senseval3.d002.s016.t004	table%1:14:01::
table#n	semeval2013.d008.s009.t004	table%1:14:00::
tablet#n	semeval2015.d003.s003.t004	tablet%1:06:00::
tablet#n	semeval2015.d003.s004.t000	tablet%1:06:00::
tablet#n	semeval2015.d003.s005.t000	tablet%1:06:00::
tablet#n	semeval2015.d003.s009.t015	tablet%1:06:00::
tablet#n	semeval2015.d003.s017.t009	tablet%1:06:00::
tablet#n	semeval2015.d003.s017.t011	tablet%1:06:00::
tablet#n	semeval2015.d003.s018.t004	tablet%1:06:00::
tailor#n	senseval2.d000.s001.t000	tailor%1:18:00::
take#v	senseval2.d000.s015.t002	take%2:41:04::
take#v	senseval2.d000.s023.t003	take%2:40:06::
take#v	senseval2.d001.s082.t007	take%2:30:00::
take#v	senseval2.d001.s083.t008	take%2:30:00::
take#v	senseval2.d002.s021.t000	take%2:31:02::
take#v	senseval3.d000.s030.t000	take%2:40:05::
take#v	senseval3.d000.s036.t001	take%2:31:07::
take#v	senseval3.d000.s049.t006	take%2:39:00::
take#v	senseval3.d000.s056.t000	take%2:40:06::
take#v	senseval3.d001.s019.t001	take%2:30:01::
take#v	senseval3.d001.s043.t001	take%2:30:01::
take#v	senseval3.d002.s017.t001	take%2:40:06::
take#v	senseval3.d002.s082.t010	take%2:40:08::
take#v	senseval3.d002.s093.t002	take%2:38:02::
take#v	senseval3.d002.s132.t002	take%2:40:06::
take#v	semeval2015.d000.s016.t003	take%2:34:00::
take_off#v	senseval3.d000.s113.t008	take_off%2:30:00::
take_place#v	senseval2.d002.s060.t003	take_place%2:30:00::
take_place#v	semeval2007.d001.s028.t005	take_place%2:30:00::
take_place#v	semeval2007.d001.s032.t000	take_place%2:30:00::
take_to#v	semeval2007.d002.s008.t003	take_to%2:41:01::
take_up#v	semeval2007.d002.s001.t001	take_up%2:42:00::
talent#n	senseval2.d002.s011.t013	talent%1:09:00::
talent#n	semeval2013.d011.s002.t003	talent%1:18:00::
talk#n	semeval2013.d000.s010.t001	talk%1:10:00::
talk#n	semeval2013.d000.s011.t002	talk%1:10:00::
talk#n	semeval2013.d000.s020.t006	talk%1:10:00::
talk#n	semeval2013.d000.s023.t000	talk%1:10:00::
talk#v	senseval3.d000.s077.t003	talk%2:32:01::
talk#v	senseval3.d000.s119.t004	talk%2:32:01::
talk#v	semeval2007.d002.s022.t000	talk%2:32:01::
talk_about#v	senseval2.d000.s043.t002	talk_about%2:32:01::
talkative#a	senseval3.d000.s099.t006	talkative%5:00:00:voluble:00
tape#n	senseval3.d002.s123.t001	tape%1:06:01::
tax#n	senseval3.d001.s017.t004	tax%1:21:00::
tax#n	senseval3.d001.s041.t026	tax%1:21:00::
tax_rate#n	senseval3.d001.s041.t030	tax_rate%1:21:00::
tax_rate#n	senseval3.d001.s045.t023	tax_rate%1:21:00::
tea#n	senseval2.d000.s061.t016	tea%1:13:00::
teach#v	senseval2.d002.s000.t000	teach%2:32:00::
teach#v	senseval3.d001.s047.t000	teach%2:32:00::
teacher#n	senseval2.d002.s018.t008	teacher%1:18:00::
teacher#n	senseval2.d002.s019.t001	teacher%1:18:00::
teacher#n	senseval2.d002.s020.t002	teacher%1:18:00::
teacher#n	senseval2.d002.s023.t002	teacher%1:18:00::
teacher#n	senseval2.d002.s027.t003	teacher%1:18:00::
teacher#n	senseval2.d002.s029.t001	teacher%1:18:00::
teacher#n	senseval2.d002.s032.t000	teacher%1:18:00::
teacher#n	senseval2.d002.s034.t002	teacher%1:18:00::
teacher#n	senseval2.d002.s035.t002	teacher%1:18:00::
teacher#n	senseval2.d002.s062.t011	teacher%1:18:00::
teaching#n	senseval2.d002.s024.t007	teaching%1:04:01::
teaching#n	senseval2.d002.s074.t015	teaching%1:04:01::
team#n	senseval2.d001.s031.t004	team%1:14:00::
team#n	senseval2.d001.s047.t002	team%1:14:00::
team#n	senseval2.d001.s048.t000	team%1:14:00::
team#n	senseval2.d001.s056.t001	team%1:14:00::
team#n	senseval2.d001.s084.t001	team%1:14:00::
team#n	semeval2013.d001.s001.t002	team%1:14:00::
team#n	semeval2013.d001.s001.t005	team%1:14:00::
team#n	semeval2013.d001.s002.t000	team%1:14:00::
team#n	semeval2013.d001.s007.t001	team%1:14:00::
team#n	semeval2013.d001.s008.t000	team%1:14:00::
team#n	semeval2013.d001.s012.t006	team%1:14:00::
team#n	semeval2013.d001.s014.t000	team%1:14:00::
team#n	semeval2013.d001.s014.t001	team%1:14:00::
team#n	semeval2013.d001.s015.t001	team%1:14:00::
team#n	semeval2013.d006.s003.t003	team%1:14:00::
team#n	semeval2013.d006.s005.t004	team%1:14:00::
team#n	semeval2013.d006.s008.t004	team%1:14:00::
team#n	semeval2013.d006.s012.t001	team%1:14:00::
team#n	semeval2013.d006.s012.t005	team%1:14:00::
team#n	semeval2013.d006.s016.t006	team%1:14:00::
team#n	semeval2013.d006.s019.t004	team%1:14:00::
team#n	semeval2013.d007.s014.t002	team%1:14:00::
team#n	semeval2013.d007.s026.t006	team%1:14:00::
team#n	semeval2013.d010.s012.t002	team%1:14:00::
teamwork#n	semeval2013.d001.s002.t003	teamwork%1:04:00::
technician#n	semeval2013.d006.s008.t013	technician%1:18:01::
technology#n	semeval2013.d002.s002.t005	technology%1:09:00::
technology#n	semeval2013.d002.s010.t000	technology%1:09:00::
tedious#a	senseval2.d001.s060.t004	tedious%5:00:00:uninteresting:00
tee#n	semeval2007.d002.s052.t005	tee%1:15:00::
teem#v	senseval3.d002.s005.t004	teem%2:42:00::
television_show#n	semeval2013.d005.s013.t002	television_show%1:10:00::
tell#v	senseval2.d002.s061.t003	tell%2:32:00::
tell#v	senseval2.d002.s077.t004	tell%2:32:00::
tell#v	senseval3.d000.s051.t000	tell%2:32:04::
tell#v	senseval3.d000.s136.t000	tell%2:32:00::
tell#v	semeval2007.d001.s002.t002	tell%2:32:01::
tell#v	semeval2007.d002.s015.t001	tell%2:32:00::
tell#v	semeval2007.d002.s017.t000	tell%2:32:00::
tell#v	semeval2007.d002.s020.t000	tell%2:32:00::
temblor#n	senseval3.d002.s016.t001	temblor%1:11:00::
temblor#n	senseval3.d002.s017.t002	temblor%1:11:00::
temperature#n	semeval2013.d000.s005.t004	temperature%1:07:00::
tenant#n	senseval3.d000.s071.t009	tenant%1:18:00::
tenant#n	senseval3.d000.s078.t006	tenant%1:18:00::
tend#v	senseval3.d001.s003.t002	tend%2:42:01::
term#n	semeval2013.d000.s001.t011	term%1:28:00::
term#n	semeval2013.d000.s004.t006	term%1:28:00::
term#n	semeval2013.d006.s019.t000	term%1:28:00::
terrible#a	senseval3.d000.s084.t001	terrible%5:00:00:alarming:00
territory#n	semeval2013.d011.s007.t002	territory%1:15:01::
test#n	senseval2.d001.s004.t003	test%1:04:00::
test#n	senseval2.d001.s017.t002	test%1:04:00::
test#n	senseval2.d001.s022.t000	test%1:04:00::
test#n	senseval2.d001.s024.t000	test%1:04:00::
test#n	senseval2.d001.s090.t012	test%1:04:00::
test#n	senseval2.d002.s019.t009	test%1:10:00::
test#n	semeval2007.d002.s009.t002	test%1:10:00::
test#v	senseval2.d001.s082.t011	test%2:41:01::
testimony#n	semeval2013.d005.s002.t001	testimony%1:10:00::
text#n	semeval2013.d000.s002.t000	text%1:10:00::
text#n	semeval2013.d000.s004.t001	text%1:10:00::
text#n	semeval2013.d000.s007.t002	text%1:10:00::
text#n	semeval2013.d000.s014.t004	text%1:10:00::
text#n	semeval2015.d001.s048.t003	text%1:10:00::
text_editor#n	semeval2015.d001.s042.t005	text_editor%1:10:00::
text_file#n	semeval2015.d001.s042.t001	text_file%1:10:00::
textbook#n	senseval2.d002.s071.t003	textbook%1:10:00::
textbook#n	senseval2.d002.s074.t014	textbook%1:10:00::
thank#v	senseval3.d000.s017.t001	thank%2:32:00::
thanks#n	senseval3.d000.s034.t000	thanks%1:10:00::
